imdbid,year,binary,Country,Production,Rated,Genre,Writers F,Writers M,Director
tt0097731,1989,F,USA,Paramount Home Video,PG-13,Comedy,1,1,M
tt0098105,1989,F,USA,Warner Home Video,PG,Comedy,0,1,M
tt0097444,1989,T,Japan,Toho Company,PG,Action,0,0,M
tt0097733,1989,T,USA,Warner Bros. Pictures,R,Action,0,4,M
tt0097441,1989,F,USA,TriStar,R,Biography,0,4,M
tt0097182,1989,T,Australia,N/A,N/A,Drama,0,1,M
tt0098300,1989,T,UK,HBO Video,PG,Comedy,0,2,M
tt0096734,1989,F,USA,MCA Universal Home Video,PG,Comedy,1,0,M
tt0098189,1989,F,Sweden,N/A,N/A,Animation,0,1,M
tt0097336,1989,F,USA,Paramount Home Video,PG-13,Biography,0,3,M
tt0098319,1989,T,UK,Paramount Home Video,R,Comedy,0,0,M
tt0084548,1989,T,Poland,Circle Films,N/A,Crime,0,0,M
tt0098546,1989,F,USA,Orion Pictures Corporation,PG-13,Comedy,0,1,M
tt0103959,1989,T,USA,Chelsea Partners,R,Comedy,0,0,M
tt0097123,1989,T,USA,Orion Pictures Corporation,PG-13,Comedy,0,0,M
tt0096969,1989,T,USA,Universal Pictures,R,Biography,0,1,M
tt0098384,1989,T,USA,Sony Pictures Home Entertainment,PG,Comedy,0,2,M
tt0097858,1989,T,New Zealand,Dead Alive,NOT RATED,Comedy,0,3,M
tt0098536,1989,F,USA,Buena Vista Pictures,PG,Comedy,0,6,M
tt0097388,1989,T,USA,Paramount Home Video,R,Adventure,0,1,M
tt0097790,1989,T,USA,Sony Pictures Home Entertainment,PG-13,Comedy,1,0,M
tt0097883,1989,T,USA,Live Home Video,PG-13,Drama,0,2,M
tt0098724,1989,F,USA,Sony Pictures Home Entertainment,R,Drama,0,1,M
tt0097757,1989,T,USA,Walt Disney Pictures,G,Animation,0,4,M
tt0097737,1989,T,USA,MGM Home Entertainment,R,Adventure,0,2,M
tt0097576,1989,F,USA,Paramount Pictures,PG-13,Action,0,4,M
tt0097814,1989,T,Japan,N/A,G,Animation,0,0,M
tt0097742,1989,F,UK,United Artists,PG-13,Action,0,3,M
tt0097423,1989,T,USA,Worldvision Home Video,NOT RATED,Comedy,0,3,M
tt0100934,1989,T,USA,MGM Home Entertainment,R,Drama,1,0,M
tt0098206,1989,F,USA,United Artists,R,Action,0,0,M
tt0098635,1989,T,USA,Columbia Pictures,R,Comedy,1,0,M
tt0097940,1989,T,USA,Orion Home Video,R,Comedy,0,0,M
tt0097235,1989,F,USA,MCA Universal Home Video,PG-13,Comedy,0,2,M
tt0097937,1989,T,Ireland,HBO Video,R,Biography,0,1,M
tt0097958,1989,T,USA,Warner Bros. Pictures,PG-13,Comedy,0,1,M
tt0097162,1989,F,Australia,Warner Home Video,R,Horror,0,2,M
tt0097728,1989,F,Finland,Criterion Collection,PG-13,Comedy,0,0,M
tt0096928,1989,F,USA,Orion Pictures Corporation,PG,Adventure,0,1,M
tt0098309,1989,T,USA,20th Century Fox,PG-13,Comedy,0,1,F
tt0098627,1989,F,USA,20th Century Fox,PG-13,Adventure,0,1,M
tt0096754,1989,T,USA,20th Century Fox Film Corporat,PG-13,Adventure,0,1,M
tt0098382,1989,F,USA,Paramount Pictures,PG,Action,0,3,M
tt0098519,1989,T,USA,Weintraub Entertainment Group,PG,Adventure,3,0,M
tt0098554,1989,T,USA,MCA Universal Home Video,PG,Comedy,0,1,M
tt0097815,1989,F,USA,Paramount Home Video,R,Comedy,0,1,M
tt0097499,1989,T,UK,MGM Home Entertainment,PG-13,Action,0,2,M
tt0097165,1989,F,USA,Buena Vista Pictures,PG,Comedy,0,0,M
tt0097239,1989,T,USA,Fathom Events,PG,Drama,0,2,M
tt0097351,1989,F,USA,Universal Pictures,PG,Drama,0,0,M
tt0097216,1989,F,USA,Universal Pictures,R,Comedy,0,0,M
tt0097981,1989,T,USA,New Line Cinema,R,Fantasy,2,2,M
tt0099776,1990,F,Germany,Orion Home Video,R,Drama,0,2,M
tt0099653,1990,T,USA,Paramount Pictures,PG-13,Drama,0,1,M
tt0100024,1990,T,UK,Republic Pictures Home Video,R,Comedy,0,1,M
tt0099685,1990,T,USA,Warner Bros.,R,Crime,0,3,M
tt0099005,1990,F,USA,Live Home Video,R,Action,0,3,M
tt0100802,1990,F,USA,TriStar Pictures,R,Action,0,5,M
tt0100054,1990,F,USA,Nelson Entertainment,R,Adventure,0,2,M
tt0100263,1990,T,France,Samuel Goldwyn Films,R,Action,0,0,M
tt0100691,1990,F,USA,N/A,PG-13,Drama,1,1,M
tt0099040,1990,T,New Zealand,Criterion Collection,R,Biography,2,0,F
tt0100395,1990,T,USA,Columbia Pictures Corporation,R,Comedy,0,0,M
tt0099731,1990,T,USA,HBO Video,R,Drama,1,1,M
tt0099012,1990,T,USA,"MGM Pictures, Inc.",PG-13,Comedy,0,0,M
tt0099674,1990,T,USA,Paramount Pictures,R,Crime,0,2,M
tt0142233,1990,F,Japan,N/A,TV-PG,Animation,1,1,M
tt0142245,1990,F,Japan,N/A,NOT RATED,Animation,1,0,M
tt0099871,1990,F,USA,Tri Star,R,Drama,0,1,M
tt0100332,1990,T,USA,Academy Entertainment,R,Documentary,0,0,M
tt0100405,1990,T,USA,Buena Vista,R,Comedy,0,0,M
tt0099733,1990,T,USA,N/A,G,Family,1,0,M
tt0100150,1990,F,USA,20th Century Fox,R,Crime,0,2,M
tt0099582,1990,T,USA,Sony Pictures Home Entertainment,R,Drama,0,1,M
tt0099365,1990,F,USA,Universal Pictures,R,Action,0,5,M
tt0099810,1990,F,USA,Paramount Pictures,PG,Action,0,2,M
tt0100502,1990,F,USA,MGM,R,Action,0,4,M
tt0196378,1990,T,USA,N/A,NOT RATED,Comedy,0,1,M
tt0099938,1990,T,USA,MCA Universal Home Video,PG-13,Comedy,0,1,M
tt0099321,1990,T,USA,HBO,R,Drama,0,1,M
tt0098532,1990,T,Finland,Criterion Collection,N/A,Drama,0,0,M
tt0100990,1990,T,Argentina,N/A,R,Drama,0,2,M
tt0098147,1990,T,Hong Kong,N/A,N/A,Adventure,0,0,M
tt0098897,1990,T,UK,,N/A,Biography,0,0,M
tt0099892,1990,F,USA,Warner Home Video,PG,Comedy,0,1,M
tt0099253,1990,T,USA,MCA Universal Home Video,R,Horror,0,0,M
tt0105643,1990,T,Italy,MGM,PG-13,Comedy,0,0,M
tt0099785,1990,T,USA,Twentieth Century Fox,PG,Comedy,0,1,M
tt0099817,1990,F,USA,Media Home Entertainment,R,Action,0,2,M
tt0100140,1990,T,USA,Orion Home Video,PG-13,Comedy,1,0,M
tt0100157,1990,F,USA,Columbia Pictures,R,Crime,0,2,M
tt0100151,1990,T,USA,Franco London Films,PG,Drama,0,0,M
tt0100403,1990,F,USA,Twentieth Century Fox Home Entertainment,R,Action,0,2,M
tt0359610,1990,T,USA,,N/A,Music,0,1,M
tt0100928,1990,F,USA,Warner Bros. Pictures,PG,Adventure,0,3,M
tt0102993,1990,T,Canada,National Film Board of Canada,PG,Drama,2,1,F
tt0100944,1990,T,UK,Warner Bros. Pictures,PG,Adventure,0,1,M
tt0097106,1990,T,France,Orion Classics,PG,Comedy,0,0,M
tt0100814,1990,T,USA,MCA/Universal Pictures,PG-13,Comedy,0,2,M
tt0100404,1990,F,USA,Warner Bros.,R,Mystery,0,3,M
tt0100519,1990,F,UK,Cinecom Pictures,PG,Comedy,0,0,M
tt0099277,1990,F,USA,Fangoria,R,Action,0,1,M
tt0100477,1990,F,USA,Silver Screen Partners IV,G,Animation,0,3,M
tt0100557,1990,T,West Germany,Miramax,PG-13,Comedy,0,1,M
tt0100530,1990,F,USA,MGM Home Entertainment,R,Drama,0,1,M
tt0099487,1990,T,USA,20th Century Fox,PG-13,Drama,2,0,M
tt0100234,1990,F,Iran,Zeitgeist Films,NOT RATED,Documentary,0,0,M
tt0100046,1990,T,USA,Miramax,PG,Drama,0,1,M
tt0099864,1990,F,USA,,TV-14,Drama,0,0,M
tt0100935,1990,F,USA,Media Home Entertainment,R,Comedy,0,1,M
tt0099818,1990,F,Finland,N/A,NOT RATED,Comedy,0,1,M
tt0099423,1990,T,USA,20th Century Fox,R,Action,0,2,M
tt0099088,1990,F,USA,MCA Universal Home Video,PG,Adventure,0,2,M
tt0099165,1990,F,USA,Warner Home Video,R,Comedy,0,1,M
tt0100911,1990,T,UK,Paramount Home Video,PG-13,Comedy,1,0,M
tt0100758,1990,F,USA,New Line Cinema,PG,Action,0,5,M
tt0099819,1990,T,USA,Sony Pictures Home Entertainment,R,Comedy,0,1,M
tt0100924,1990,T,USA,Touchstone Pictures,R,Comedy,0,1,M
tt0099348,1990,F,USA,Orion Pictures,PG-13,Adventure,0,2,M
tt0099768,1990,T,UK,HBO Video,R,Drama,0,0,M
tt0099329,1990,T,USA,Universal Pictures,PG-13,Comedy,0,1,M
tt0100142,1990,T,USA,Rialto Pictures,PG-13,Comedy,0,0,M
tt0103060,1991,T,USA,WARNER BROTHERS PICTURES,PG,Action,0,3,M
tt0103112,1991,F,USA,Sony Pictures Home Entertainment,R,Action,0,3,M
tt0099851,1991,T,USA,,UNRATED,Comedy,0,1,M
tt0101701,1991,F,USA,MGM Home Entertainment,PG,Comedy,0,1,M
tt0102070,1991,T,USA,TriStar Pictures,R,Action,0,4,M
tt0102587,1991,T,Japan,GKIDS,PG,Animation,0,1,M
tt0102250,1991,T,USA,Live Home Video,PG-13,Comedy,0,1,M
tt0103030,1991,T,Spain,CiBy 2000,R,Comedy,0,2,M
tt0101329,1991,T,USA,Universal Pictures,G,Animation,0,2,M
tt0104922,1991,F,USA,Sony Pictures Home Entertainment,R,Adventure,0,1,M
tt0102510,1991,F,USA,Paramount,PG-13,Comedy,0,3,M
tt0101627,1991,T,USA,WARNER BROTHERS PICTURES,PG-13,Comedy,0,1,M
tt0102798,1991,T,USA,Warner Bros. Pictures,PG-13,Action,0,1,M
tt0101757,1991,T,USA,N/A,PG-13,Comedy,1,1,M
tt0101414,1991,T,USA,Buena Vista,G,Animation,3,6,M
tt0102103,1991,T,UK,MGM Home Entertainment,PG-13,Biography,1,0,M
tt0102303,1991,F,USA,MGM,PG-13,Comedy,0,4,M
tt0100491,1991,F,UK,Parallax Pictures,UNRATED,Comedy,0,0,M
tt0099422,1991,F,USA,Buena Vista Pictures,PG,Action,0,1,M
tt0107875,1991,T,UK,GT Media,G,Animation,0,1,M
tt0102436,1991,T,France,N/A,N/A,Drama,0,0,M
tt0102059,1991,F,USA,Twentieth Century Fox Home Entertainment,PG-13,Action,0,0,M
tt0101889,1991,T,USA,TriStar Pictures,R,Comedy,0,1,M
tt0102975,1991,F,USA,Paramount Pictures,PG,Action,0,4,M
tt0101597,1991,F,USA,Media Home Entertainment,R,Drama,0,0,M
tt0101452,1991,F,USA,Orion Pictures Corp.,PG,Adventure,0,2,M
tt0101921,1991,T,USA,Universal Pictures,PG-13,Drama,0,0,M
tt0103247,1991,F,USA,Buena Vista Pictures,PG,Adventure,0,3,M
tt0100009,1991,T,USA,N/A,N/A,Action,0,1,M
tt0103241,1991,F,USA,Touchstone Home Entertainment,PG,Comedy,1,1,M
tt0102829,1991,T,Germany,Wolfe Video,R,Drama,0,1,M
tt0103064,1991,T,USA,TriStar Pictures,R,Action,0,2,M
tt0102685,1991,F,Japan,Twentieth Century Fox Home Entertainment,R,Action,0,0,F
tt0101410,1991,F,USA,20th Century Fox,R,Comedy,0,2,M
tt0102492,1991,T,USA,Sony Pictures Home Entertainment,PG,Comedy,0,0,M
tt0102573,1991,T,UK,Live Home Video,R,Comedy,0,1,M
tt1125254,1991,F,Japan,FUNimation Entertainment,TV-PG,Animation,1,1,M
tt0101540,1991,T,USA,MCA/Universal Pictures,R,Crime,0,3,M
tt0101912,1991,F,USA,Paramount Home Video,R,Comedy,0,2,M
tt0102522,1991,F,Germany,N/A,NOT RATED,Horror,0,0,M
tt0101698,1991,T,USA,Warner Home Video,PG,Comedy,0,1,M
tt0102057,1991,F,USA,TriStar Pictures,PG,Adventure,1,3,M
tt0102266,1991,T,USA,Warner Home Video,R,Action,0,2,M
tt0101829,1991,F,Spain,Criterion Collection,R,Drama,0,0,M
tt0102926,1991,T,USA,Orion Pictures Corporation,R,Crime,0,1,M
tt0101765,1991,T,France,Criterion Collection,R,Drama,0,0,M
tt0102898,1991,T,USA,Sony Pictures Home Entertainment,R,Comedy,0,0,M
tt0102370,1991,T,USA,Miramax Films,R,Documentary,0,0,M
tt0101465,1991,F,Canada,Trimark,R,Adventure,0,2,M
tt0102313,1991,T,USA,Academy Entertainment,R,Comedy,0,1,M
tt0101991,1991,T,Japan,N/A,PG,Drama,1,0,F
tt0101891,1991,F,USA,20th Century Fox Film Corporation,R,Drama,0,1,M
tt0102603,1991,F,USA,Touchstone Pictures,PG,Comedy,0,1,M
tt0102951,1991,T,USA,Paramount Home Video,PG-13,Comedy,0,3,M
tt0101318,1991,F,France,Miramax Films,R,Drama,0,0,M
tt0103074,1991,T,USA,MGM,R,Adventure,1,0,M
tt0101898,1991,F,Australia,Trimark,R,Drama,0,1,M
tt0104057,1991,T,UK,Kino International,TV-PG,Drama,1,0,F
tt0101272,1991,T,USA,Paramount Pictures,PG-13,Comedy,1,2,M
tt0102536,1991,T,France,Criterion Collection,R,Comedy,0,0,M
tt0101745,1991,F,USA,Warner Home Video,PG-13,Comedy,0,4,M
tt0102803,1991,F,USA,Walt Disney Productions,PG,Action,0,5,M
tt0104981,1991,T,USA,Trimark,R,Action,0,0,M
tt0102943,1991,T,USA,The Criterion Collection,R,Comedy,0,1,M
tt0102609,1991,T,USA,Warner Home Video,R,Comedy,0,2,M
tt0102817,1991,F,UK,Working Title Films,PG-13,Comedy,0,1,M
tt0101507,1991,F,USA,Columbia Pictures,R,Crime,0,1,M
tt0101640,1991,T,China,China Film Co-Production Corporation,PG,Drama,0,0,M
tt0102797,1991,F,Canada,Fox,TV-14,Action,0,3,M
tt0105121,1991,T,USA,Universal Pictures,R,Comedy,0,0,M
tt0102138,1991,T,France,Warner Bros.,R,Drama,0,2,M
tt0098063,1991,T,Italy,N/A,UNRATED,Drama,0,0,M
tt0102494,1991,F,USA,Fine Line Features,R,Drama,0,0,M
tt0102426,1991,F,Italy,Silvio Berlusconi Communications,R,Comedy,0,1,M
tt0101587,1991,T,USA,Columbia Pictures,PG-13,Comedy,0,0,M
tt0101917,1991,F,USA,Sony Pictures Home Entertainment,R,Fantasy,1,1,F
tt0104321,1992,T,USA,Sony Pictures Home Entertainment,R,Drama,1,1,F
tt0103919,1992,T,USA,Sony Pictures Home Entertainment,R,Horror,0,1,M
tt0103644,1992,F,USA,Twentieth Century Fox Home Entertainment,R,Action,0,5,M
tt0100963,1992,F,Hong Kong,Miramax,TV-14,Action,0,1,M
tt0104697,1992,T,USA,MCA Universal Home Video,R,Comedy,0,0,M
tt0101811,1992,T,UK,Miramax,PG,Drama,1,1,M
tt0105682,1992,T,France,Koch Lorber Films,N/A,Drama,0,0,M
tt0103893,1992,T,USA,20th Century Fox,PG-13,Action,0,0,M
tt0104868,1992,F,USA,Buena Vista Pictures,PG,Comedy,0,1,M
tt0105477,1992,F,USA,MCA Universal Home Video,PG-13,Action,0,3,M
tt0104070,1992,T,USA,N/A,PG-13,Comedy,0,2,M
tt0107756,1992,F,UK,Sony Pictures Classics,PG-13,Biography,1,0,M
tt0104990,1992,F,USA,Buena Vista Pictures,PG,Drama,0,0,M
tt0106308,1992,F,USA,Universal Pictures,R,Comedy,0,2,M
tt0105435,1992,F,USA,Universal Pictures,PG-13,Comedy,0,2,M
tt0103874,1992,T,USA,Columbia Pictures,R,Horror,0,1,M
tt0104237,1992,T,UK,Sony Pictures Home Entertainment,R,Drama,1,1,M
tt0142237,1992,F,Japan,N/A,NOT RATED,Animation,1,0,M
tt0101628,1992,F,USA,New Line Cinema,PG-13,Comedy,0,2,M
tt0105130,1992,T,UK,HBO Video,R,Comedy,0,1,M
tt0105417,1992,T,USA,Buena Vista,PG,Comedy,0,1,M
tt0104412,1992,F,USA,Sony Pictures Home Entertainment,PG-13,Comedy,1,3,M
tt0105665,1992,T,USA,New Line Cinema,R,Drama,0,4,M
tt0105316,1992,T,South Africa,Miramax,PG-13,Drama,0,1,M
tt0103767,1992,F,USA,Magidson Films,NOT RATED,Documentary,1,2,M
tt0105577,1992,T,USA,20th Century Fox,PG-13,Drama,1,0,F
tt0105629,1992,T,USA,Twentieth Century Fox Home Entertainment,PG-13,Adventure,1,0,M
tt0104797,1992,T,USA,Warner Bros.,PG-13,Biography,0,2,M
tt0104431,1992,T,USA,20th Century Fox,PG,Adventure,0,2,M
tt0103939,1992,F,UK,Columbia TriStar,PG-13,Biography,1,5,M
tt0103850,1992,F,USA,Paramount,R,Comedy,0,0,M
tt0104040,1992,T,USA,MGM Home Entertainment,PG,Drama,0,1,M
tt0104692,1992,F,UK,Sony Pictures Home Entertainment,R,Horror,0,2,M
tt0104652,1992,F,Japan,N/A,PG,Animation,0,0,M
tt0105323,1992,F,USA,Universal Pictures,R,Drama,0,2,M
tt0104694,1992,T,USA,Columbia Pictures,PG,Comedy,1,0,M
tt0103859,1992,T,USA,Paramount Pictures,R,Comedy,0,2,M
tt0105265,1992,F,USA,Sony Pictures Home Entertainment,PG,Drama,0,1,M
tt0104684,1992,F,Hong Kong,Rim,R,Action,0,1,M
tt0104452,1992,F,USA,MCA Universal Home Video,PG,Comedy,0,3,M
tt0105695,1992,T,USA,Warner Bros. Pictures,R,Drama,0,1,M
tt0104691,1992,F,USA,Twentieth Century Fox Home Entertainment,R,Action,0,7,M
tt0105415,1992,F,USA,Warner Home Video,PG-13,Comedy,1,1,F
tt0104779,1992,T,France,Lionsgate,R,Drama,0,2,M
tt0104454,1992,T,UK,Sony Pictures Home Entertainment,PG,Drama,1,0,M
tt0103776,1992,F,USA,Warner Bros. Pictures,PG-13,Action,0,3,M
tt0104254,1992,T,Australia,Fox,G,Animation,1,0,M
tt0104257,1992,F,USA,Columbia Pictures,R,Drama,0,2,M
tt0105851,1992,F,Hong Kong,Sony Pictures Entertainment,R,Action,0,0,M
tt0103812,1992,T,USA,Krazy Karwash Kompany Inc,R,Comedy,0,1,M
tt0104952,1992,F,USA,Twentieth Century Fox Home Entertainment,R,Comedy,0,1,M
tt0103994,1992,T,Mexico,Miramax,R,Drama,2,0,M
tt0103873,1992,T,New Zealand,Trimark Pictures,R,Comedy,0,3,M
tt0104466,1992,T,USA,Sony Pictures Home Entertainment,R,Comedy,0,0,M
tt0105481,1992,T,USA,Hollywood Pictures,PG,Comedy,1,2,M
tt0104409,1992,T,USA,Paramount Home Video,R,Horror,0,3,M
tt0104036,1992,F,UK,Live Home Video,R,Crime,0,1,M
tt0105414,1992,T,USA,Columbia Pictures,R,Drama,0,1,M
tt0104940,1992,F,USA,Walt Disney Home Entertainment,G,Comedy,0,2,M
tt0105236,1992,F,USA,Miramax Films,R,Crime,0,3,M
tt0105793,1992,F,USA,Paramount Pictures,PG-13,Comedy,0,3,F
tt0105151,1992,T,USA,Fine Line Features,R,Comedy,0,2,M
tt0104348,1992,F,USA,Artisan Home Entertainment,R,Crime,0,2,M
tt0103639,1992,F,USA,Buena Vista Distribution Compa,G,Animation,1,13,M
tt0104815,1992,F,Mexico,Sony Pictures Home Entertainment,R,Action,0,1,M
tt0104670,1992,T,USA,Paramount Home Video,PG-13,Comedy,0,1,F
tt1517470,1992,F,Japan,N/A,N/A,Animation,1,0,M
tt0105107,1992,T,USA,Sony Pictures Home Entertainment,R,Drama,0,1,M
tt0103772,1992,F,France,Artisan Entertainment,R,Drama,0,1,M
tt0105459,1992,F,UK,HBO Video,R,Action,0,1,M
tt0105616,1992,T,USA,Miramax Films,G,Animation,0,1,M
tt0105859,1992,T,Hong Kong,Tai Seng,N/A,Action,0,0,M
tt0104298,1992,F,UK,MCA Universal Home Video,PG,Animation,0,3,M
tt0108394,1993,T,France,Miramax Films,R,Drama,0,1,M
tt0108147,1993,T,USA,Buena Vista,PG,Comedy,0,2,M
tt0106408,1993,T,UK,Sony Pictures Home Entertainment,R,Comedy,0,0,M
tt0115819,1993,F,USA,Troma,R,Biography,0,1,M
tt0311648,1993,T,USA,United Artists,PG-13,Comedy,0,1,M
tt0108358,1993,T,USA,Buena Vista,R,Action,0,1,M
tt0107977,1993,T,France,Twentieth Century Fox Home Entertainment,PG-13,Adventure,0,2,M
tt0107214,1993,F,Austria,N/A,N/A,Comedy,0,3,M
tt0108071,1993,T,USA,WARNER BROTHERS PICTURES,G,Drama,2,0,M
tt0107131,1993,F,USA,Disney,G,Adventure,2,0,M
tt0108388,1993,F,UK,Angelika Films,PG-13,Drama,0,1,M
tt0108052,1993,T,USA,Universal Pictures,R,Biography,0,2,M
tt0107290,1993,T,USA,Universal City Studios,PG-13,Adventure,0,3,M
tt0107065,1993,T,USA,Cabin Fever Entertainment,NOT RATED,Biography,0,1,M
tt0107048,1993,F,USA,Columbia Pictures,PG,Comedy,0,3,M
tt0108000,1993,T,USA,October Films,R,Drama,1,1,M
tt0107978,1993,T,USA,MGM,PG-13,Action,0,4,M
tt0107007,1993,F,USA,Turner Home Entertainment,PG,Drama,0,1,M
tt0106918,1993,T,USA,Paramount Pictures,R,Drama,0,4,F
tt0142247,1993,F,Japan,N/A,NOT RATED,Animation,1,1,M
tt0107798,1993,T,USA,Warner Home Video,PG-13,Crime,0,2,M
tt0108399,1993,F,USA,Warner Bros.,R,Crime,0,1,M
tt0106598,1993,T,USA,Paramount Vantage,PG,Comedy,0,1,M
tt0106770,1993,T,USA,MCA Universal Home Video,PG-13,Action,1,3,M
tt0107426,1993,F,Italy,Miramax,PG,Drama,0,2,M
tt0106673,1993,T,USA,Warner Bros.,PG-13,Comedy,0,1,M
tt0107688,1993,F,USA,Touchstone Pictures,PG,Animation,1,1,M
tt0106873,1993,T,USA,MGM Home Entertainment,PG-13,Comedy,0,1,M
tt0106977,1993,F,USA,Warner Bros. Pictures,PG-13,Action,0,3,M
tt0107507,1993,T,USA,TriStar Pictures,PG,Comedy,0,1,M
tt0107822,1993,T,New Zealand,Miramax Films,R,Drama,1,0,F
tt0106452,1993,T,USA,Warner Home Video,R,Horror,0,5,M
tt0107156,1993,T,Taiwan,Good Machine,R,Comedy,0,2,M
tt0106697,1993,F,USA,Warner Home Video,R,Action,0,5,M
tt0106582,1993,F,USA,Sony Pictures Home Entertainment,R,Action,0,3,M
tt0107969,1993,F,USA,Twentieth Century Fox Home Entertainment,R,Action,0,4,M
tt0112389,1993,F,UK,Miramax,G,Animation,2,8,M
tt0106611,1993,F,USA,Disney,PG,Adventure,0,3,M
tt0108160,1993,F,USA,TriStar Pictures,PG,Comedy,1,1,F
tt0106469,1993,F,USA,Buena Vista Pictures,R,Crime,0,3,F
tt0107207,1993,F,Ireland,Universal Pictures,R,Biography,0,1,M
tt0108551,1993,T,USA,Touchstone Pictures,R,Biography,1,0,M
tt0108162,1993,T,USA,Paramount Home Video,R,Drama,0,1,M
tt0107818,1993,F,USA,Sony Pictures Home Entertainment,PG-13,Drama,0,0,M
tt0106226,1993,T,USA,Columbia Pictures,PG,Drama,1,2,M
tt0107653,1993,T,UK,New Line Cinema,NOT RATED,Comedy,0,1,M
tt0108188,1993,F,Japan,Miramax,R,Action,0,0,M
tt0106220,1993,T,USA,Paramount Home Video,PG-13,Comedy,0,2,M
tt0107614,1993,T,USA,20th Century Fox,PG-13,Comedy,2,0,M
tt0106471,1993,F,USA,Orion Classics,R,Drama,1,0,F
tt0108624,1993,T,Hong Kong,N/A,N/A,Action,0,1,M
tt0108065,1993,F,USA,Paramount Home Video,PG,Biography,0,1,M
tt0105619,1993,T,Hong Kong,Tai Seng,R,Action,0,1,M
tt0106364,1993,F,USA,WARNER BROTHERS PICTURES,PG,Animation,0,5,M
tt0107843,1993,T,USA,Warner Home Video,R,Action,1,1,M
tt0108037,1993,F,USA,20th Century Fox,PG,Comedy,0,2,M
tt0107099,1993,T,USA,,G,Drama,0,0,M
tt0108310,1993,T,USA,N/A,N/A,Mystery,1,0,M
tt0107120,1993,T,USA,Buena Vista Pictures,PG,Comedy,0,2,M
tt0106341,1993,F,Australia,Blue Underground,NOT RATED,Comedy,0,0,M
tt0107282,1993,T,USA,Buena Vista Pictures,R,Drama,2,1,M
tt0108550,1993,T,USA,Paramount Pictures,PG-13,Drama,0,2,M
tt0107808,1993,F,USA,Warner Home Video,PG-13,Crime,0,1,M
tt0106387,1993,F,USA,MGM Home Entertainment,PG,Comedy,0,0,M
tt0107144,1993,T,USA,Twentieth Century Fox Home Entertainment,PG-13,Action,0,0,M
tt0106332,1993,F,China,Miramax,R,Drama,0,0,M
tt0107206,1993,F,USA,Sony Pictures Home Entertainment,R,Action,0,0,M
tt0107840,1993,T,USA,Columbia Pictures Corporation,R,Drama,0,1,M
tt0106303,1993,F,USA,Sony Pictures Home Entertainment,R,Action,0,1,M
tt0107151,1993,T,Portugal,Live Home Video,R,Drama,1,0,M
tt0107091,1993,F,USA,MCA Universal Home Video,PG-13,Comedy,0,7,M
tt0107212,1993,T,Canada,Buena Vista,PG-13,Comedy,0,1,M
tt0108265,1993,F,USA,Buena Vista Pictures,PG-13,Drama,0,1,M
tt0106834,1993,T,USA,Fine Line Features,R,Comedy,0,0,M
tt0107745,1993,T,UK,Twentieth Century Fox Home Entertainment,G,Animation,1,1,M
tt0108442,1993,F,USA,MGM Home Entertainment,PG-13,Comedy,0,1,M
tt0108255,1993,T,UK,Buena Vista,PG,Adventure,1,2,F
tt0106417,1993,T,Japan,N/A,TV-14,Animation,1,0,M
tt0106400,1993,T,USA,Twentieth Century Fox Home Entertainment,PG,Comedy,0,5,F
tt0106677,1993,T,USA,Gramercy Pictures,R,Comedy,0,1,M
tt0108451,1993,T,USA,MGM Home Entertainment,PG-13,Comedy,0,0,M
tt0107943,1993,F,USA,Sony Pictures Home Entertainment,PG,Drama,1,0,M
tt0106453,1993,T,Germany,MGM,R,Drama,0,0,M
tt0108432,1993,T,Japan,GKIDS,PG-13,Animation,0,0,M
tt0104246,1993,F,Hong Kong,N/A,N/A,Action,0,3,M
tt0106689,1993,T,UK,New Line Cinema,R,Action,0,1,M
tt0108122,1993,T,USA,Fine Line Features,R,Comedy,0,3,M
tt0107529,1993,F,USA,MCA Universal Home Video,PG,Comedy,0,2,M
tt0170817,1993,T,USA,,TV-14,Drama,0,1,M
tt0107211,1993,F,USA,Paramount Home Video,R,Drama,1,1,M
tt0106449,1993,F,USA,Republic Pictures Home Video,R,Comedy,0,1,M
tt0107315,1993,T,Spain,Trimark,UNRATED,Comedy,0,2,M
tt0107492,1993,F,USA,Lionsgate,R,Comedy,0,3,M
tt0110008,1994,F,Japan,N/A,PG,Animation,0,0,M
tt0109275,1994,T,USA,MCA Universal Home Video,R,Horror,1,1,M
tt0110413,1994,T,France,Columbia Pictures,R,Crime,0,0,M
tt0111070,1994,F,USA,Buena Vista Distribution Compa,PG,Comedy,0,2,M
tt0109791,1994,F,Germany,N/A,N/A,Animation,0,1,M
tt0109830,1994,F,USA,Paramount Pictures,PG-13,Drama,0,2,M
tt0109040,1994,F,USA,Warner Bros. Pictures,PG-13,Comedy,0,2,M
tt0110169,1994,T,USA,Buena Vista,PG-13,Comedy,2,1,M
tt0109849,1994,T,Sweden,N/A,N/A,Biography,1,2,M
tt0110763,1994,F,USA,Twentieth Century Fox Home Entertainment,G,Animation,0,4,M
tt0110950,1994,T,USA,MCA Universal Home Video,PG-13,Comedy,1,0,M
tt0108941,1994,T,USA,,NOT RATED,Adventure,0,0,M
tt0111255,1994,F,Peru,Warner Home Video,R,Action,1,1,M
tt0110722,1994,F,UK,Hallmark Entertainment,NOT RATED,Drama,0,2,M
tt0110367,1994,T,USA,N/A,PG,Drama,0,0,F
